symbol;return_2018;return_2019
MSFT;0,20795278721250554;0,57558100003405221
AAPL;-0,05390178964733605;0,88957801064260034
AMZN;0,28431683433109711;0,23027756991021753
FB;-0,25711214552994988;0,56571825663950714
GOOG;-0,01031158137664567;0,29104589504320000
JNJ;-0,05131475551954634;0,16220032347887758
V;0,16487574336142674;0,43327021451778069
JPM;-0,06623791241155252;0,47257039608208440
INTC;0,04226505629652566;0,30711977042756056
MA;0,25312898590971034;0,59158012057169662
T;-0,22252021859078708;0,45545261949784832
PFE;0,24818905726537066;-0,06907913994363313
MRK;0,39953863587794691;0,22271437545333406
XOM;-0,15093303833378546;0,07232866781343694
DIS;0,03607817693607696;0,33513502550621999
BAC;-0,14996567607410560;0,46190207572933240
PEP;-0,04812869562962041;0,27375925194320883
WMT;-0,07950663291139248;0,30738910294886446
KO;0,06773481154133987;0,20599437845276203
CVX;-0,09747426786787927;0,15273665670373915
ADBE;0,29102943702837725;0,45778814847533278
CMCSA;-0,12710810106508064;0,34042570764360702
ABT;0,29061844544464144;0,22080186615397412
BMY;-0,12895703930722868;0,27738106965001474
AMGN;0,15233078980956938;0,27601080485317819
MCD;0,00108785153055568;0,14684679289963198
COST;0,10599293860666048;0,45700697547187774
LLY;0,40451617565855935;0,16139951759456372
MDT;0,09646180804953564;0,28135199320717375
ABBV;-0,02395787299198060;0,02964463011818830
ACN;-0,06228690285385108;0,51213606990092631
PM;-0,33296108581922079;0,35021300684344570
ORCL;-0,02969571733451792;0,19343278985100776
UNP;0,05262127470028166;0,33699861420983512
NKE;0,19868179512453432;0,38094061353724773
WFC;-0,27750769004475651;0,22736874015410136
AMT;0,13323266761604668;0,48187314373645052
AVGO;-0,06272532649416884;0,31245244893078405
TXN;-0,13294292162116206;0,41670107008366153
DHR;0,11804508632815791;0,49553816165663989
GILD;-0,09919871810353309;0,07880627494177284
C;-0,28486278937037568;0,57820404117664914
LIN;-0,01472807152247535;0,39696458419092062
LMT;-0,16345888030680100;0,52546622960806455
QCOM;-0,07588790618057362;0,60764116990432115
MMM;-0,16899125636285306;-0,04290805068300185
SBUX;0,14736060099147097;0,39085255239524752
LOW;0,01216767662175133;0,32234375968303230
CHTR;-0,15177399501716260;0,70221421657643179
FIS;0,07471025931385955;0,37550144144327335
MO;-0,36941476715223265;0,10836988259451563
BA;0,11501654793510641;0,03338231416892357
SPGI;-0,00894477009249484;0,62641328649564643
INTU;0,25858389016223482;0,34113500551733011
CI;-0,06463049871087534;0,07697950290914268
ANTM;0,18109927168335771;0,16334795391125456
VRTX;0,10576542035389402;0,32128409722413442
NOW;0,36551886161146463;0,58562202888589665
CCI;0,01752510746472846;0,35450888826187832
PLD;-0,06248407379260668;0,55865678851374967
UPS;-0,15476013352955997;0,24236364619905770
ADP;0,14254788050649680;0,32707715028954953
D;-0,07591242354447625;0,21498079907804613
AGN;-0,16875362465471766;0,45815028812878644
AMD;0,79571974708171211;1,48429054627792745
ZTS;0,19447331695059611;0,55708956883948035
DUK;0,07414598652357562;0,10286927478306396
CAT;-0,17558105505703903;0,19513614901692344
CL;-0,19191438627659818;0,18596058247859881
BKNG;-0,00881601740660876;0,19235141692301405
FISV;0,12087235199047197;0,57341135048064640
AXP;-0,02620148234980024;0,32517361485369589
TJX;0,20453883833634467;0,38756635599796185
SO;-0,03751942216397575;0,51652833193091685
SYK;0,02434924129410510;0,35328782617933441
TGT;0,04670526272867925;1,00172791354949231
GS;-0,33525248338505409;0,40478999917814629
GE;-0,56835281947561711;0,54089544803468170
BIIB;-0,05540381584007681;-0,01392397254748223
ATVI;-0,26073779476326198;0,28617825913164840
HUM;0,16272334536971522;0,28936540260147403
BSX;0,42557477105386177;0,27956992076966602
CSX;0,14467224480281971;0,18057033402131273
APD;0,00260623406637750;0,50017476898041680
MU;-0,22835601236274350;0,69492590608257165
USB;-0,12360643863399445;0,33622205075021938
GPN;0,02631639118747797;0,77452984508741141
ECL;0,11070948285060744;0,32264805370561933
TFC;-0,10240450300879111;0,34551688870619257
KMB;-0,02059209433464892;0,24574600737210828
ITW;-0,22103383715788882;0,45603273237873387
ILMN;0,37274010772254784;0,10605807269164957
BAX;0,00496926059667802;0,28722972410059078
PGR;0,09394269311920111;0,25135067765437347
COP;0,15628860404784373;0,06629265404440110
AMAT;-0,34921998273525323;0,89855150874274514
NSC;0,05220380894700782;0,32388503504489008
SHW;-0,05175432527122004;0,50080238046185355
REGN;-0,00654322549975805;0,00530123427041507
EW;0,35897435328696958;0,52307890609230157
DE;-0,02895814087971738;0,18295485789238897
AON;0,09944412847734241;0,44675149110495016
AEP;0,05384355602458890;0,30519486740756530
SCHW;-0,18225716119110336;0,16376934012685807
MCO;-0,04103186728734065;0,71260033097904940
ADSK;0,22684344697427372;0,42648320949783658
EL;0,03375800050588906;0,60344151571799420
ADI;-0,01639138185092492;0,41309500083985840
GIS;-0,31570174474174251;0,43128130353298655
ROP;0,03514905703786786;0,33663273786071968
SRE;0,04488656769865051;0,44006294648898181
EXC;0,18328497196633409;0,04275526952681474
EA;-0,24890533502580114;0,36243817704026471
LRCX;-0,24400806760276106;1,19333472459082079
TMUS;0,00157460247440078;0,23282497668880731
DD;-0,23681030906758038;-0,13909167384152521
EMR;-0,11872528840617214;0,31534897442021359
ETN;-0,10043058039238495;1,37540975308276225
XEL;0,05879023007014239;0,32371285742821221
PSX;-0,12282795062347673;0,33974984693401544
ALL;-0,19520121460059148;0,38821310003171128
ROST;0,04780971594403738;0,41338868783923677
WBA;-0,03650447063002227;-0,10992003601920486
CTSH;-0,09424122021969572;-0,01072033510064063
EBAY;-0,25622684766990156;0,30585695969054494
BK;-0,10846351359795792;0,09556926487165107
ORLY;0,43148747410165589;0,27279071398448962
COF;-0,22766103640740487;0,38616778648082528
FDX;-0,36682499225685239;-0,04298970306714234
HCA;0,39468656168882355;0,20652100573424392
SYY;0,05482631614598654;0,39640111967583969
STZ;-0,28726007911224716;0,19846320867142553
MSCI;0,14909400862103683;0,77557569233372647
PSA;0,00621960673074207;0,08962696492177780
AFL;0,01129209412832299;0,19182778364041364
ES;0,06408528969503013;0,34489133528966431
VLO;-0,15730730300446216;0,30267950385196052
INFO;0,06245843340893331;0,57077325271522650
GM;-0,15056405009314444;0,14018347677296994
TROW;-0,09749352642835185;0,35609643611054276
ED;-0,06621096472206656;0,22543184538168992
VRSK;0,13583347194635498;0,37917539324414418
YUM;0,14606455893852410;0,11414508006200075
CLX;0,06553539661705976;0,02230167297240171
TRV;-0,09644535705548740;0,17004368432570827
APH;-0,06824118190879369;0,34907350831929063
PEG;0,04675787626503980;0,17089771949618848
MSI;0,29638608771996444;0,42191089169916851
IQV;0,18661895430809095;0,33003355134774126
AZO;0,17848662846680785;0,42103444978418048
KLAC;-0,12489508774328617;1,03987736608240855
PRU;-0,26462304229654499;0,20104516179005905
CMI;-0,27177731132120309;0,39124215584842359
ZBH;-0,13304129741914872;0,45374381484099313
IDXX;0,18953829167610015;0,40377378445814882
ALXN;-0,18588507185835179;0,11082581028321892
MNST;-0,22230999806746710;0,29114176572243466
SLB;-0,44658911799941881;0,17728625612687465
SNPS;-0,01173158169243504;0,65242165604040014
MAR;-0,19047432593618885;0,41488599868062348
CMG;0,49392800226249189;0,93869697665931873
ANSS;-0,03150615980774207;0,80082552398453188
HPQ;-0,00204666337504633;0,03875925881045883
RMD;0,36381634495077630;0,37846011887164432
JCI;-0,19849619091046877;0,40906063299384976
AVB;0,01000186039539153;0,24096948407808139
MCK;-0,30202598849681284;0,27075076313255675
AWK;0,01318619656119924;0,37792650932257077
TWTR;0,19700124947938336;0,11517045929018788
CDNS;0,03969392635102809;0,59521621435142591
EQR;0,07079118761140890;0,26165588910534443
ROK;-0,21788022201367807;0,37848576342323059
BLL;0,22648027055722464;0,41832679322051813
VRSN;0,29578810213582485;0,29934589045398363
PAYX;-0,01079091950810973;0,34526338601340845
STT;-0,37978787644925849;0,30659774393676686
CERN;-0,22184295489218842;0,41015586095274914
XLNX;0,28821910375916615;0,16397222584416027
MPC;-0,08233380272275892;0,06050000791140508
FAST;-0,01607498078597247;0,45976162974980195
HLT;-0,09399419840738465;0,55480595720298798
EIX;-0,06651052868132046;0,37607922970809438
PH;-0,23995470541359831;0,40752089060548036
MCHP;-0,16706769662241749;0,48025759507151711
HSY;-0,08088185920391400;0,40881109088813972
DTE;0,05105709942878534;0,21384585233918130
ADM;0,05275867113311294;0,17102596547780524
MKC;0,34130349950727124;0,24169440629203209
ETR;0,10603084881454361;0,44309375540841978
F;-0,33940633370662709;0,29639731405852054
DLTR;-0,15832632854955420;0,04129764171833483
ARE;-0,08974262572926706;0,44040467348423573
VFC;-0,01188112919708761;0,51758947295970414
AME;-0,05892553453898985;0,48268645628419393
FTV;-0,06144211507937014;0,13327435381415098
KHC;-0,42248146375064222;-0,21201929503048988
INCY;-0,32858198002937355;0,37317188237144183
CHD;0,33228141736539585;0,08362034136615892
CTAS;0,09035583678454251;0,61732786817375573
O;0,15942741006477901;0,21268129729986684
MKTX;0,05633252503576047;0,80662435962120660
EFX;-0,19958443592445940;0,52311322308743646
SWKS;-0,28302473116986515;0,84103241363255532
BBY;-0,25477731481265775;0,72071177181214741
CTXS;0,16807345125914974;0,09763593874017373
MTD;-0,08706740905644994;0,40259557473014462
FRC;0,01069556250515546;0,36158236938687249
APTV;-0,26704956264789437;0,55889510002862752
TSN;-0,32822873721426238;0,74647518005685876
CAG;-0,41985995209404536;0,65499000808467267
CMS;0,01554065571967556;0,30821080064166462
CPRT;0,10627460306262093;0,90330690463178986
NTRS;-0,14680513661990890;0,30585794399024624
ESS;0,04827380877690990;0,25920223880385507
AKAM;-0,06088559254480952;0,41421077556611752
GLW;-0,03283971433653565;-0,01023927577990846
SWK;-0,28133250187248260;0,41260628557429357
DHI;-0,31264045796783024;0,54289950952100674
LH;-0,20782392977944741;0,33879389570438501
LVS;-0,21618444163739692;0,39539476798100415
TFX;0,04447693487606785;0,46257531380753947
FTNT;0,61203940517371058;0,51583135027687055
AJG;0,19186196434112035;0,31785084625094795
VMC;-0,23964079768017432;0,47519698499621543
LUV;-0,30209128962985277;0,18174733230610185
COO;0,16836110244602742;0,26269203931110496
MXIM;0,00193357157186691;0,25246687415515723
LYB;-0,21694377331395620;0,19406789621427012
TTWO;-0,06230640428408085;0,18933356927659672
LEN;-0,37909162027183552;0,42957594982745628
OXY;-0,13048929156036970;-0,28283136264666076
MTB;-0,14583915432802885;0,21650740928354661
PXD;-0,23769874581259498;0,16077460168516522
CAH;-0,23926475660054780;0,18042105963859667
TIF;-0,20950468986807635;0,69792576950264640
HOLX;-0,03859653801169594;0,27031633918814313
LDOS;-0,16716191717461859;0,88823060878600213
WY;-0,35462984472777781;0,45572687782400112
DOV;-0,11010780866694780;0,65797250564991749
IP;-0,27721366158689431;0,19468877502870985
DAL;-0,08660906061886842;0,20376323718575429
SJM;-0,22576961192081024;0,14895168050200858
ABC;-0,17569584281123585;0,16480697968447000
DFS;-0,21798777600433439;0,46937603788938809
HRL;0,13777263362936609;0,08952025726299517
BXP;-0,10858278555199741;0,26086964598931384
HIG;-0,19239374813973875;0,39714906141682582
FITB;-0,26240276862228085;0,37362760124582750
NUE;-0,16360925986602060;0,11840909227601215
ZBRA;0,53400762425796833;0,60422036310294192
ULTA;0,09469727095238722;0,03389970239992968
PEAK;0,13688795078384830;0,29156405200438873
XYL;-0,03693522156606543;0,19958561846219958
TSCO;0,13344429725727447;0,13531122143283136
HPE;-0,05621235577046890;0,23736705672509295
DRE;-0,07979901065045969;0,38465824140485427
ATO;0,10394990135742299;0,23137938753929332
OKE;0,06269663398344849;0,47761530954227727
HES;-0,13143972986122532;0,67710375705810555
KMX;-0,02183061072028436;0,39757688506296840
GWW;0,21686154195653407;0,22248888853575099
MLM;-0,21545596026042124;0,64178422195222296
STE;0,23658086496891539;0,44088631115581967
WAT;-0,02350022233552229;0,23853698081750263
FMC;-0,20835903942620926;0,58612031991992342
WDC;-0,51902895170233920;0,77141922516893824
CXO;-0,32170863851878151;-0,14056842943439185
GRMN;0,02759650830955174;0,59375500907277234
ANET;-0,10561170213420756;-0,03464643143777546
LNT;0,02369751538668630;0,33426233607577549
MAS;-0,32696426180056282;0,66271393272644818
IEX;-0,03159981341103801;0,37944751820616607
VTR;0,03445110908548976;0,03424960094072271
EXR;-0,00876974301096889;0,21846154225963565
GPC;-0,02830881952828501;0,15066686087441505
J;-0,10576875433449318;0,54991832969527210
QRVO;-0,08813811075489830;0,91388116252264129
KEY;-0,30485319781854248;0,44353753422250208
VAR;0,01943316204348777;0,25328741952673939
IT;0,03808358850046956;0,20541310092030995
RF;-0,20585777482751533;0,33348330298202122
CTL;0,01995353704213199;-0,05224105449262084
WAB;-0,13258575255356386;0,11462921006700655
CHRW;-0,03630147092273484;-0,04709283923947372
IR;-0,35299795996930350;0,92803339765059167
CE;-0,14305939315890737;0,39851826912121457
NTAP;0,09668716082246798;0,07431879042473444
EXPE;-0,04961092055454175;-0,02899278440672348
CFG;-0,27435026196799306;0,41836340796930127
CINF;0,06254292450755061;0,38872252275395103
BKR;-0,30425848170705805;0,23014169603446000
PFG;-0,34961900273859126;0,29713230806247282
NI;-0,05473883911180377;0,14733845091340747
AVY;-0,20275261669902567;0,48544260019890140
XRAY;-0,42995977512785144;0,53143251269474168
ETFC;-0,11217137421100143;0,04699500641210363
ALLE;0,01175128593847297;0,57889740086225805
HAL;-0,47899925269079702;-0,03893386301551061
URI;-0,40358329001027760;0,62654838219592679
HBAN;-0,22782293956043953;0,34129118666735203
DRI;0,06888049540714158;0,12290724017189492
CPB;-0,29119535226049975;0,55192773253396488
MYL;-0,35239897536282261;-0,26642335766423353
AES;0,39020577707222892;0,42146774275470600
LW;0,31810993681669775;0,18266582216893101
NRG;0,39589541451459098;0,00688448126979990
AAP;0,58216834992152466;0,01870040152826480
EMN;-0,19098677496631600;0,12006795926893887
COG;-0,23655821678321687;-0,20263565326970900
PNW;0,03576201457005346;0,09061003707409143
CNP;0,03699516954246951;0,00610751065536230
L;-0,08555114414082843;0,15894172383860483
FFIV;0,23479650788906792;-0,13812260160539780
UHS;0,03162099311267408;0,23620680166038888
HST;-0,12415651369218272;0,15406159555407828
GL;-0,17230647299059720;0,42340624961665019
HSIC;0,12364051844989610;0,08339281276699162
WRK;-0,38348829205607970;0,19294515095796450
RJF;-0,15650035183189093;0,22795648093266907
MGM;-0,29193259334928412;0,40721932699640528
JNPR;-0,03085662060191752;-0,05659028964311508
RCL;-0,16134591901208606;0,39942061950030050
PHM;-0,20762278717885441;0,51326959128993543
FANG;-0,26348474680636402;0,00916678800392567
DVA;-0,28775087889273354;0,45802565989167632
SNA;-0,14864617560664994;0,19535879086677688
REG;-0,12002776930026138;0,11429744281930487
DISCK;0,09022201228153026;0,32105719237435015
WHR;-0,34497658800688391;0,42834378454401079
LNC;-0,31978707117673133;0,17953747819263111
IRM;-0,07974458058116851;0,05869835728508610
RE;0,00725015749101621;0,30166562809415831
VNO;-0,26699274750575597;0,16042668592591047
AIZ;-0,09179444967792627;0,49781818594602512
IPG;0,06070309240918048;0,16955828002992201
ALB;-0,38889411173351107;-0,03283902401041816
DISH;-0,47706808376963350;0,42050470246314386
LYV;0,15691801738313371;0,45116753299492385
AOS;-0,29348724103841184;0,13648932697818217
PNR;-0,18478257924750852;0,23680661970686900
CF;0,05132073867596687;0,12728427571580281
ROL;0,18229091820314247;-0,07071429470950596
CCL;-0,23399993252648077;0,07368595766052288
BWA;-0,30974968802670455;0,27133773616962098
UAL;0,24228487411617583;0,05207205116187574
AIV;0,04141420506789673;0,21445293070122440
FRT;-0,14718315107571955;0,13656221430331938
PBCT;-0,19769059812484824;0,22126838429123485
ZION;-0,18254445430296640;0,30997827393578659
RHI;0,04823130539453668;0,12756054156412033
BEN;-0,34932363954195067;-0,07852107100963446
PWR;-0,22934898764056222;0,35841455426296287
HFC;-0,03678270135137252;0,02785001318814095
NWL;-0,37527748601627731;0,09427709812147977
MRO;-0,16902179562906083;-0,03472028674636118
APA;-0,40694461376256241;0,02201387534601795
DVN;-0,45087651867675782;0,16810327797620683
LEG;-0,22250411453169383;0,47130218384142952
DXC;-0,34624217159440784;-0,27901813197386904
KIM;-0,13260925363367126;0,49745645087068469
TPR;-0,21396332038632315;-0,15972388095351830
AAL;-0,37689063208783669;-0,09571938012683612
MOS;0,14297768147028256;-0,25279605111079306
NWSA;-0,28993187455233149;0,26424038402496608
RL;0,01816595263774134;0,16069020929658229
UNM;-0,45220416965617316;0,02630066317319724
ALK;-0,15548826126474313;0,13781594776365647
HBI;-0,38042648676515178;0,22901717806557520
DISCA;0,10545134519442989;0,32336305578011304
FLS;-0,12386330111883936;0,34835515300864461
HRB;0,00485088521563370;-0,03548413326878308
PVH;-0,32183935089582616;0,13304690060093538
HOG;-0,30539583644762391;0,13615570266353738
NCLH;-0,20394368075117364;0,37791935310024405
KSS;0,26652362028941368;-0,19224358953912934
LB;-0,54314474561187409;-0,25178388201184609
CPRI;-0,39761719781386506;0,00606550664902472
HP;-0,22583272880746730;0,02273514353094397
ADS;-0,40175363696115929;-0,23821533334134792
JWN;0,01136718408345638;-0,08375799615622181
UAA;0,22453222453222477;0,22241086587436332
UA;0,21396396396396411;0,18614718614718595
COTY;-0,65677635960197733;0,79184335159343711
NWS;-0,29465807134393085;0,27444184058283705
